exp_id,seed,p,n_regimes,total_samples,n_true_cps,n_detected_cps,det_f1,det_precision,det_recall,det_tp,det_fp,det_fn,n_structures,mean_shd,mean_norm_shd,mean_struct_f1,mean_struct_precision,mean_struct_recall,consensus_shd,consensus_norm_shd,consensus_f1,consensus_precision,consensus_recall,causalmorph_mean_shd,causalmorph_mean_norm_shd,causalmorph_mean_f1,causalmorph_mean_precision,causalmorph_mean_recall,causalmorph_cons_norm_shd,causalmorph_cons_f1,directlingam_mean_shd,directlingam_mean_norm_shd,directlingam_mean_f1,directlingam_mean_precision,directlingam_mean_recall,directlingam_cons_norm_shd,directlingam_cons_f1,icalingam_mean_shd,icalingam_mean_norm_shd,icalingam_mean_f1,icalingam_mean_precision,icalingam_mean_recall,icalingam_cons_norm_shd,icalingam_cons_f1,status,error_msg
564,1777523261,9,5,3331,4,2,0.6667,1.0,0.5,2,0,2,3,22.667,0.315,0.329,0.378,0.308,29,0.403,0.473,0.406,0.565,23.0,0.319,0.295,0.342,0.279,0.403,0.453,41.333,0.574,0.104,0.086,0.134,0.736,0.254,43.0,0.597,0.027,0.024,0.031,0.722,0.133,ok,
565,1777523262,9,5,3633,4,2,0.3333,0.5,0.25,1,1,3,3,17.667,0.245,0.203,0.236,0.182,22,0.306,0.154,0.143,0.167,20.333,0.282,0.227,0.231,0.233,0.486,0.186,27.667,0.384,0.17,0.133,0.237,0.611,0.185,31.667,0.44,0.038,0.03,0.051,0.528,0.174,ok,
566,1777523263,9,5,3463,4,1,0.4,1.0,0.25,1,0,3,2,14.5,0.201,0.48,0.416,0.568,54,0.75,0.4,0.25,1.0,14.5,0.201,0.5,0.427,0.604,0.75,0.4,31.5,0.438,0.044,0.036,0.056,0.75,0.4,32.5,0.452,0.0,0.0,0.0,0.75,0.4,ok,
567,1777523264,9,5,3728,4,2,0.3333,0.5,0.25,1,1,3,3,14.333,0.199,0.341,0.325,0.364,28,0.389,0.222,0.16,0.364,14.667,0.204,0.315,0.304,0.333,0.361,0.187,29.667,0.412,0.081,0.061,0.121,0.569,0.163,30.0,0.417,0.0,0.0,0.0,0.556,0.0,ok,
568,1777523265,9,5,3481,4,1,0.4,1.0,0.25,1,0,3,2,17.5,0.243,0.256,0.246,0.271,51,0.708,0.452,0.292,1.0,16.0,0.222,0.294,0.282,0.312,0.708,0.452,24.5,0.34,0.228,0.168,0.354,0.708,0.452,30.5,0.424,0.0,0.0,0.0,0.708,0.452,ok,
569,1777523266,9,5,3398,4,1,0.4,1.0,0.25,1,0,3,2,20.5,0.285,0.278,0.27,0.288,51,0.708,0.452,0.292,1.0,20.0,0.278,0.255,0.254,0.259,0.708,0.452,31.0,0.43,0.191,0.144,0.288,0.708,0.452,38.0,0.528,0.0,0.0,0.0,0.708,0.452,ok,
570,1777523267,9,5,3677,4,1,0.4,1.0,0.25,1,0,3,2,15.0,0.209,0.356,0.35,0.372,54,0.75,0.4,0.25,1.0,14.5,0.202,0.363,0.378,0.357,0.75,0.4,28.5,0.396,0.25,0.18,0.407,0.75,0.4,31.5,0.438,0.074,0.059,0.1,0.75,0.4,ok,
571,1777523268,9,5,3392,4,2,0.6667,1.0,0.5,2,0,2,3,12.667,0.176,0.455,0.524,0.452,13,0.181,0.667,0.722,0.619,13.333,0.185,0.44,0.49,0.436,0.25,0.55,34.667,0.481,0.014,0.013,0.016,0.694,0.242,32.0,0.444,0.0,0.0,0.0,0.708,0.0,ok,
572,1777523269,9,5,3611,4,0,0.0,1.0,0.0,0,0,4,1,9.0,0.125,0.471,0.333,0.8,57,0.792,0.345,0.208,1.0,10.0,0.139,0.444,0.308,0.8,0.792,0.345,25.0,0.347,0.242,0.143,0.8,0.792,0.345,37.0,0.514,0.0,0.0,0.0,0.792,0.345,ok,
573,1777523270,9,5,3493,4,1,0.4,1.0,0.25,1,0,3,2,22.0,0.306,0.334,0.29,0.391,57,0.792,0.345,0.208,1.0,21.5,0.298,0.336,0.294,0.391,0.792,0.345,34.5,0.479,0.222,0.159,0.367,0.792,0.345,40.5,0.562,0.0,0.0,0.0,0.792,0.345,ok,
574,1777523271,9,5,3734,4,1,0.4,1.0,0.25,1,0,3,2,18.0,0.25,0.414,0.347,0.516,54,0.75,0.4,0.25,1.0,19.5,0.27,0.382,0.315,0.484,0.75,0.4,31.0,0.43,0.162,0.119,0.25,0.75,0.4,36.5,0.506,0.0,0.0,0.0,0.75,0.4,ok,
575,1777523272,9,5,3567,4,1,0.0,0.0,0.0,0,1,4,2,18.0,0.25,0.448,0.394,0.524,51,0.708,0.452,0.292,1.0,20.0,0.277,0.37,0.332,0.42,0.708,0.452,35.5,0.493,0.107,0.079,0.166,0.708,0.452,38.5,0.534,0.024,0.019,0.03,0.708,0.452,ok,
576,1777523273,9,5,3658,4,1,0.4,1.0,0.25,1,0,3,2,15.5,0.216,0.414,0.388,0.446,59,0.819,0.306,0.181,1.0,15.5,0.216,0.423,0.402,0.446,0.819,0.306,33.0,0.458,0.143,0.108,0.208,0.819,0.306,36.0,0.5,0.0,0.0,0.0,0.819,0.306,ok,
577,1777523274,9,5,3660,4,0,0.0,1.0,0.0,0,0,4,1,19.0,0.264,0.296,0.4,0.235,55,0.764,0.382,0.236,1.0,19.0,0.264,0.296,0.4,0.235,0.764,0.382,40.0,0.556,0.167,0.129,0.235,0.764,0.382,44.0,0.611,0.0,0.0,0.0,0.764,0.382,ok,
578,1777523275,9,5,3602,4,2,0.3333,0.5,0.25,1,1,3,3,10.333,0.144,0.401,0.341,0.52,24,0.333,0.294,0.238,0.385,11.333,0.157,0.332,0.281,0.472,0.333,0.294,19.667,0.273,0.141,0.106,0.212,0.375,0.449,23.0,0.32,0.0,0.0,0.0,0.514,0.098,ok,
579,1777523276,9,5,3674,4,1,0.0,0.0,0.0,0,1,4,2,23.0,0.32,0.234,0.195,0.293,56,0.778,0.364,0.222,1.0,22.5,0.312,0.286,0.23,0.378,0.778,0.364,27.0,0.375,0.321,0.23,0.536,0.778,0.364,42.0,0.584,0.0,0.0,0.0,0.778,0.364,ok,
580,1777523277,9,5,3459,4,1,0.4,1.0,0.25,1,0,3,2,15.0,0.208,0.407,0.366,0.475,55,0.764,0.382,0.236,1.0,15.5,0.216,0.34,0.318,0.379,0.764,0.382,27.5,0.382,0.154,0.125,0.2,0.764,0.382,33.5,0.466,0.07,0.054,0.1,0.764,0.382,ok,
581,1777523278,9,5,3550,4,1,0.4,1.0,0.25,1,0,3,2,17.5,0.243,0.379,0.373,0.388,53,0.736,0.418,0.264,1.0,17.5,0.243,0.37,0.357,0.388,0.736,0.418,28.5,0.395,0.272,0.216,0.374,0.736,0.418,39.5,0.548,0.05,0.036,0.08,0.736,0.418,ok,
582,1777523279,9,5,3533,4,1,0.4,1.0,0.25,1,0,3,2,10.0,0.138,0.516,0.625,0.443,54,0.75,0.4,0.25,1.0,12.5,0.174,0.494,0.512,0.478,0.75,0.4,32.5,0.452,0.061,0.048,0.085,0.75,0.4,34.0,0.472,0.038,0.031,0.05,0.75,0.4,ok,
583,1777523280,9,5,3511,4,1,0.4,1.0,0.25,1,0,3,2,13.5,0.188,0.425,0.368,0.548,58,0.806,0.326,0.194,1.0,14.0,0.194,0.395,0.347,0.512,0.806,0.326,25.0,0.347,0.132,0.109,0.19,0.806,0.326,31.5,0.438,0.0,0.0,0.0,0.806,0.326,ok,
584,1777523281,9,5,3548,4,1,0.0,0.0,0.0,0,1,4,2,13.0,0.18,0.488,0.456,0.526,58,0.806,0.326,0.194,1.0,16.0,0.222,0.389,0.344,0.449,0.806,0.326,29.5,0.41,0.111,0.084,0.166,0.806,0.326,31.5,0.438,0.0,0.0,0.0,0.806,0.326,ok,
585,1777523282,9,5,3649,4,2,0.3333,0.5,0.25,1,1,3,3,15.333,0.213,0.393,0.652,0.3,14,0.194,0.588,0.833,0.455,14.667,0.204,0.449,0.643,0.363,0.181,0.649,40.333,0.56,0.033,0.027,0.043,0.708,0.105,40.0,0.556,0.013,0.012,0.015,0.75,0.036,ok,
586,1777523283,9,5,3472,4,2,0.3333,0.5,0.25,1,1,3,3,18.0,0.25,0.376,0.335,0.464,29,0.403,0.453,0.375,0.571,20.0,0.278,0.351,0.3,0.448,0.486,0.386,28.0,0.389,0.178,0.151,0.22,0.542,0.451,34.667,0.482,0.0,0.0,0.0,0.667,0.077,ok,
587,1777523284,9,5,3513,4,2,0.6667,1.0,0.5,2,0,2,3,16.333,0.227,0.396,0.398,0.404,25,0.347,0.49,0.4,0.632,16.667,0.232,0.361,0.376,0.359,0.347,0.419,29.0,0.403,0.216,0.178,0.279,0.569,0.328,32.667,0.454,0.0,0.0,0.0,0.639,0.0,ok,
588,1777523285,9,5,3502,4,1,0.4,1.0,0.25,1,0,3,2,16.5,0.229,0.4,0.398,0.426,53,0.736,0.418,0.264,1.0,16.0,0.222,0.4,0.412,0.406,0.736,0.418,30.5,0.424,0.16,0.121,0.236,0.736,0.418,35.5,0.493,0.042,0.034,0.059,0.736,0.418,ok,
589,1777523286,9,5,3423,4,1,0.0,0.0,0.0,0,1,4,2,13.0,0.181,0.5,0.444,0.572,58,0.806,0.326,0.194,1.0,14.0,0.194,0.469,0.417,0.536,0.806,0.326,25.0,0.348,0.125,0.096,0.178,0.806,0.326,28.0,0.389,0.027,0.022,0.036,0.806,0.326,ok,
590,1777523287,9,5,3510,4,1,0.4,1.0,0.25,1,0,3,2,23.5,0.326,0.277,0.444,0.21,45,0.625,0.545,0.375,1.0,25.5,0.354,0.26,0.403,0.21,0.625,0.545,31.5,0.438,0.362,0.326,0.412,0.625,0.545,49.0,0.68,0.04,0.034,0.048,0.625,0.545,ok,
591,1777523288,9,5,3680,4,1,0.4,1.0,0.25,1,0,3,2,13.0,0.18,0.461,0.55,0.398,57,0.792,0.345,0.208,1.0,13.5,0.188,0.426,0.528,0.359,0.792,0.345,39.0,0.542,0.048,0.034,0.077,0.792,0.345,36.0,0.5,0.027,0.021,0.038,0.792,0.345,ok,
592,1777523289,9,5,3446,4,1,0.4,1.0,0.25,1,0,3,2,13.5,0.188,0.3,0.284,0.477,58,0.806,0.326,0.194,1.0,13.5,0.188,0.325,0.304,0.512,0.806,0.326,23.5,0.326,0.14,0.116,0.274,0.806,0.326,28.0,0.389,0.03,0.026,0.036,0.806,0.326,ok,
593,1777523290,9,5,3562,4,1,0.4,1.0,0.25,1,0,3,2,13.5,0.188,0.238,0.226,0.254,61,0.847,0.265,0.153,1.0,13.5,0.188,0.238,0.226,0.254,0.847,0.265,18.5,0.257,0.21,0.166,0.286,0.847,0.265,18.5,0.257,0.052,0.042,0.072,0.847,0.265,ok,
594,1777523291,9,5,3575,4,1,0.4,1.0,0.25,1,0,3,2,17.0,0.236,0.397,0.353,0.456,53,0.736,0.418,0.264,1.0,17.0,0.236,0.389,0.34,0.456,0.736,0.418,33.0,0.458,0.142,0.102,0.234,0.736,0.418,37.5,0.52,0.0,0.0,0.0,0.736,0.418,ok,
595,1777523292,9,5,3621,4,1,0.4,1.0,0.25,1,0,3,2,15.0,0.208,0.486,0.519,0.456,55,0.764,0.382,0.236,1.0,15.5,0.216,0.528,0.503,0.557,0.764,0.382,38.5,0.534,0.05,0.04,0.065,0.764,0.382,38.0,0.528,0.0,0.0,0.0,0.764,0.382,ok,
596,1777523293,9,5,3532,4,1,0.0,0.0,0.0,0,1,4,2,22.0,0.306,0.24,0.243,0.248,54,0.75,0.4,0.25,1.0,20.0,0.277,0.26,0.279,0.248,0.75,0.4,34.5,0.479,0.19,0.148,0.268,0.75,0.4,39.5,0.548,0.027,0.019,0.046,0.75,0.4,ok,
597,1777523294,9,5,3445,4,1,0.4,1.0,0.25,1,0,3,2,20.5,0.284,0.413,0.352,0.503,56,0.778,0.364,0.222,1.0,22.0,0.306,0.29,0.265,0.32,0.778,0.364,35.0,0.486,0.116,0.084,0.192,0.778,0.364,40.0,0.556,0.0,0.0,0.0,0.778,0.364,ok,
598,1777523295,9,5,3772,4,1,0.0,0.0,0.0,0,1,4,2,14.0,0.194,0.341,0.32,0.39,59,0.819,0.306,0.181,1.0,14.0,0.194,0.341,0.32,0.39,0.819,0.306,28.5,0.395,0.097,0.084,0.116,0.819,0.306,31.0,0.43,0.031,0.021,0.062,0.819,0.306,ok,
599,1777523296,9,5,3549,4,1,0.4,1.0,0.25,1,0,3,2,17.5,0.243,0.369,0.301,0.562,54,0.75,0.4,0.25,1.0,14.0,0.194,0.498,0.424,0.695,0.75,0.4,35.5,0.494,0.076,0.054,0.138,0.75,0.4,35.0,0.487,0.0,0.0,0.0,0.75,0.4,ok,
600,1777523297,10,5,3504,4,1,0.4,1.0,0.25,1,0,3,2,18.5,0.206,0.467,0.518,0.426,65,0.722,0.435,0.278,1.0,22.0,0.244,0.426,0.458,0.4,0.722,0.435,46.5,0.516,0.112,0.083,0.186,0.722,0.435,50.5,0.561,0.038,0.026,0.066,0.722,0.435,ok,
601,1777523298,10,5,3272,4,1,0.4,1.0,0.25,1,0,3,2,20.0,0.222,0.396,0.394,0.398,71,0.789,0.349,0.211,1.0,20.0,0.222,0.412,0.4,0.425,0.789,0.349,42.0,0.467,0.153,0.114,0.231,0.789,0.349,43.0,0.478,0.049,0.037,0.072,0.789,0.349,ok,
602,1777523299,10,5,3504,4,1,0.0,0.0,0.0,0,1,4,2,26.0,0.289,0.306,0.304,0.31,69,0.767,0.378,0.233,1.0,25.5,0.283,0.267,0.273,0.262,0.767,0.378,44.5,0.494,0.238,0.173,0.39,0.767,0.378,53.5,0.594,0.0,0.0,0.0,0.767,0.378,ok,
603,1777523300,10,5,3387,4,1,0.0,0.0,0.0,0,1,4,2,21.5,0.239,0.223,0.196,0.266,73,0.811,0.318,0.189,1.0,20.0,0.222,0.275,0.245,0.316,0.811,0.318,34.5,0.383,0.196,0.139,0.334,0.811,0.318,35.5,0.394,0.0,0.0,0.0,0.811,0.318,ok,
604,1777523301,10,5,3746,4,1,0.4,1.0,0.25,1,0,3,2,22.0,0.244,0.336,0.336,0.386,63,0.7,0.462,0.3,1.0,22.5,0.25,0.296,0.303,0.368,0.7,0.462,36.0,0.4,0.238,0.204,0.328,0.7,0.462,51.5,0.572,0.0,0.0,0.0,0.7,0.462,ok,
605,1777523302,10,5,3338,4,1,0.0,0.0,0.0,0,1,4,2,13.0,0.144,0.452,0.366,0.591,75,0.833,0.286,0.167,1.0,13.5,0.15,0.449,0.362,0.591,0.833,0.286,25.0,0.278,0.186,0.126,0.356,0.833,0.286,35.0,0.389,0.0,0.0,0.0,0.833,0.286,ok,
606,1777523303,10,5,3620,4,1,0.0,0.0,0.0,0,1,4,2,20.0,0.222,0.378,0.381,0.452,64,0.711,0.448,0.289,1.0,19.5,0.216,0.38,0.396,0.452,0.711,0.448,35.0,0.388,0.257,0.204,0.375,0.711,0.448,49.5,0.55,0.044,0.035,0.058,0.711,0.448,ok,
607,1777523304,10,5,3418,4,1,0.4,1.0,0.25,1,0,3,2,19.5,0.217,0.422,0.486,0.397,67,0.744,0.407,0.256,1.0,19.5,0.217,0.405,0.478,0.375,0.744,0.407,46.0,0.511,0.21,0.154,0.33,0.744,0.407,53.5,0.594,0.0,0.0,0.0,0.744,0.407,ok,
608,1777523305,10,5,3654,4,1,0.4,1.0,0.25,1,0,3,2,17.5,0.194,0.447,0.367,0.61,64,0.711,0.448,0.289,1.0,21.0,0.233,0.398,0.306,0.581,0.711,0.448,41.0,0.456,0.054,0.04,0.088,0.711,0.448,43.0,0.478,0.035,0.025,0.059,0.711,0.448,ok,
609,1777523306,10,5,3469,4,0,0.0,1.0,0.0,0,0,4,1,15.0,0.167,0.444,0.462,0.429,69,0.767,0.378,0.233,1.0,14.0,0.156,0.5,0.5,0.5,0.767,0.378,28.0,0.311,0.391,0.281,0.643,0.767,0.378,48.0,0.533,0.0,0.0,0.0,0.767,0.378,ok,
610,1777523307,10,5,3716,4,1,0.4,1.0,0.25,1,0,3,2,16.5,0.183,0.394,0.495,0.345,69,0.767,0.378,0.233,1.0,17.5,0.194,0.398,0.454,0.363,0.767,0.378,32.5,0.361,0.263,0.212,0.345,0.767,0.378,46.0,0.511,0.0,0.0,0.0,0.767,0.378,ok,
611,1777523308,10,5,3591,4,1,0.0,0.0,0.0,0,1,4,2,21.5,0.238,0.435,0.352,0.611,65,0.722,0.435,0.278,1.0,23.5,0.262,0.4,0.316,0.588,0.722,0.435,41.0,0.456,0.174,0.13,0.27,0.722,0.435,43.5,0.484,0.026,0.017,0.056,0.722,0.435,ok,
612,1777523309,10,5,3598,4,0,0.0,1.0,0.0,0,0,4,1,18.0,0.2,0.357,0.385,0.333,69,0.767,0.378,0.233,1.0,18.0,0.2,0.357,0.385,0.333,0.767,0.378,31.0,0.344,0.311,0.233,0.467,0.767,0.378,52.0,0.578,0.0,0.0,0.0,0.767,0.378,ok,
613,1777523310,10,5,3497,4,1,0.4,1.0,0.25,1,0,3,2,21.5,0.238,0.391,0.349,0.479,66,0.733,0.421,0.267,1.0,19.0,0.211,0.427,0.403,0.5,0.733,0.421,31.5,0.35,0.188,0.167,0.229,0.733,0.421,40.5,0.45,0.034,0.022,0.062,0.733,0.421,ok,
614,1777523311,10,5,3452,4,1,0.0,0.0,0.0,0,1,4,2,16.0,0.178,0.394,0.478,0.34,68,0.756,0.393,0.244,1.0,16.5,0.183,0.372,0.46,0.314,0.756,0.393,38.5,0.428,0.156,0.118,0.23,0.756,0.393,46.5,0.516,0.017,0.013,0.026,0.756,0.393,ok,
615,1777523312,10,5,3509,4,1,0.0,0.0,0.0,0,1,4,2,29.5,0.328,0.296,0.286,0.316,64,0.711,0.448,0.289,1.0,36.0,0.4,0.226,0.2,0.262,0.711,0.448,47.0,0.522,0.162,0.139,0.192,0.711,0.448,56.5,0.628,0.016,0.013,0.019,0.711,0.448,ok,
616,1777523313,10,5,3681,4,2,0.3333,0.5,0.25,1,1,3,3,26.0,0.289,0.263,0.229,0.311,47,0.522,0.254,0.186,0.4,23.0,0.255,0.3,0.269,0.345,0.389,0.364,37.667,0.419,0.014,0.012,0.017,0.6,0.156,36.667,0.408,0.014,0.012,0.017,0.611,0.035,ok,
617,1777523314,10,5,3489,4,1,0.0,0.0,0.0,0,1,4,2,27.0,0.3,0.266,0.211,0.399,68,0.756,0.393,0.244,1.0,26.0,0.289,0.303,0.24,0.444,0.756,0.393,49.5,0.55,0.034,0.027,0.046,0.756,0.393,44.5,0.494,0.0,0.0,0.0,0.756,0.393,ok,
618,1777523315,10,5,3566,4,1,0.4,1.0,0.25,1,0,3,2,25.5,0.284,0.266,0.232,0.32,66,0.733,0.421,0.267,1.0,21.5,0.239,0.354,0.334,0.392,0.733,0.421,36.0,0.4,0.194,0.152,0.279,0.733,0.421,48.5,0.539,0.0,0.0,0.0,0.733,0.421,ok,
619,1777523316,10,5,3597,4,1,0.4,1.0,0.25,1,0,3,2,22.0,0.244,0.356,0.314,0.444,65,0.722,0.435,0.278,1.0,21.5,0.239,0.372,0.324,0.477,0.722,0.435,35.5,0.394,0.134,0.125,0.143,0.722,0.435,47.5,0.528,0.0,0.0,0.0,0.722,0.435,ok,
620,1777523317,10,5,3344,4,1,0.4,1.0,0.25,1,0,3,2,20.0,0.222,0.404,0.392,0.423,65,0.722,0.435,0.278,1.0,21.0,0.234,0.38,0.367,0.399,0.722,0.435,43.5,0.484,0.154,0.112,0.244,0.722,0.435,48.5,0.539,0.0,0.0,0.0,0.722,0.435,ok,
621,1777523318,10,5,3388,4,1,0.4,1.0,0.25,1,0,3,2,24.5,0.272,0.358,0.299,0.45,70,0.778,0.364,0.222,1.0,24.0,0.266,0.36,0.302,0.45,0.778,0.364,37.0,0.411,0.128,0.096,0.2,0.778,0.364,43.0,0.478,0.0,0.0,0.0,0.778,0.364,ok,
622,1777523319,10,5,3591,4,1,0.4,1.0,0.25,1,0,3,2,22.0,0.244,0.326,0.318,0.336,71,0.789,0.349,0.211,1.0,20.5,0.228,0.358,0.356,0.363,0.789,0.349,41.5,0.461,0.143,0.106,0.219,0.789,0.349,48.0,0.533,0.024,0.017,0.038,0.789,0.349,ok,
623,1777523320,10,5,3372,4,1,0.0,0.0,0.0,0,1,4,2,29.5,0.328,0.256,0.221,0.304,65,0.722,0.435,0.278,1.0,29.0,0.322,0.234,0.204,0.28,0.722,0.435,34.0,0.378,0.262,0.204,0.369,0.722,0.435,47.0,0.522,0.0,0.0,0.0,0.722,0.435,ok,
624,1777523321,10,5,3628,4,1,0.4,1.0,0.25,1,0,3,2,20.5,0.228,0.368,0.388,0.367,60,0.667,0.5,0.333,1.0,21.0,0.233,0.384,0.394,0.384,0.667,0.5,28.0,0.311,0.378,0.309,0.492,0.667,0.5,51.0,0.566,0.0,0.0,0.0,0.667,0.5,ok,
625,1777523322,10,5,3437,4,1,0.4,1.0,0.25,1,0,3,2,26.0,0.289,0.33,0.313,0.356,66,0.733,0.421,0.267,1.0,25.5,0.284,0.334,0.32,0.356,0.733,0.421,39.5,0.439,0.198,0.158,0.264,0.733,0.421,45.0,0.5,0.018,0.016,0.021,0.733,0.421,ok,
626,1777523323,10,5,3458,4,1,0.0,0.0,0.0,0,1,4,2,30.5,0.339,0.256,0.232,0.298,66,0.733,0.421,0.267,1.0,29.5,0.328,0.278,0.256,0.318,0.733,0.421,35.5,0.394,0.218,0.192,0.268,0.733,0.421,49.0,0.544,0.0,0.0,0.0,0.733,0.421,ok,
627,1777523324,10,5,3587,4,1,0.4,1.0,0.25,1,0,3,2,22.0,0.244,0.342,0.292,0.415,65,0.722,0.435,0.278,1.0,25.0,0.278,0.288,0.244,0.353,0.722,0.435,41.5,0.461,0.14,0.094,0.272,0.722,0.435,42.5,0.473,0.0,0.0,0.0,0.722,0.435,ok,
628,1777523325,10,5,3555,4,0,0.0,1.0,0.0,0,0,4,1,16.0,0.178,0.467,0.389,0.583,74,0.822,0.302,0.178,1.0,18.0,0.2,0.438,0.35,0.583,0.822,0.302,35.0,0.389,0.222,0.152,0.417,0.822,0.302,52.0,0.578,0.037,0.024,0.083,0.822,0.302,ok,
629,1777523326,10,5,3639,4,1,0.4,1.0,0.25,1,0,3,2,23.5,0.262,0.326,0.294,0.367,69,0.767,0.378,0.233,1.0,21.0,0.233,0.386,0.36,0.416,0.767,0.378,42.0,0.466,0.106,0.078,0.172,0.767,0.378,44.5,0.494,0.0,0.0,0.0,0.767,0.378,ok,
630,1777523327,10,5,3343,4,1,0.0,0.0,0.0,0,1,4,2,20.0,0.222,0.432,0.349,0.584,69,0.767,0.378,0.233,1.0,20.5,0.228,0.45,0.367,0.584,0.767,0.378,35.0,0.389,0.22,0.158,0.388,0.767,0.378,47.5,0.528,0.0,0.0,0.0,0.767,0.378,ok,
631,1777523328,10,5,3496,4,1,0.4,1.0,0.25,1,0,3,2,11.5,0.128,0.345,0.341,0.35,72,0.8,0.333,0.2,1.0,11.5,0.128,0.345,0.341,0.35,0.8,0.333,16.5,0.184,0.371,0.287,0.534,0.8,0.333,23.0,0.256,0.057,0.04,0.1,0.8,0.333,ok,
632,1777523329,10,5,3424,4,1,0.4,1.0,0.25,1,0,3,2,18.0,0.2,0.49,0.5,0.498,67,0.744,0.407,0.256,1.0,18.0,0.2,0.448,0.5,0.421,0.744,0.407,40.0,0.444,0.211,0.165,0.294,0.744,0.407,49.5,0.55,0.022,0.016,0.038,0.744,0.407,ok,
633,1777523330,10,5,3730,4,1,0.4,1.0,0.25,1,0,3,2,24.5,0.272,0.316,0.258,0.444,63,0.7,0.462,0.3,1.0,22.0,0.244,0.312,0.274,0.399,0.7,0.462,43.5,0.484,0.037,0.025,0.072,0.7,0.462,44.0,0.489,0.034,0.022,0.072,0.7,0.462,ok,
634,1777523331,10,5,3654,4,2,0.3333,0.5,0.25,1,1,3,3,24.333,0.27,0.359,0.411,0.323,26,0.289,0.552,0.5,0.615,23.333,0.259,0.389,0.444,0.355,0.278,0.603,42.333,0.471,0.146,0.129,0.169,0.667,0.268,50.333,0.559,0.016,0.013,0.021,0.711,0.059,ok,
635,1777523332,10,5,3518,4,1,0.4,1.0,0.25,1,0,3,2,24.5,0.272,0.29,0.203,0.511,71,0.789,0.349,0.211,1.0,26.0,0.289,0.271,0.186,0.505,0.789,0.349,33.5,0.373,0.022,0.016,0.038,0.789,0.349,31.5,0.35,0.068,0.048,0.116,0.789,0.349,ok,
636,1777523333,10,5,3294,4,1,0.4,1.0,0.25,1,0,3,2,20.5,0.228,0.456,0.396,0.548,68,0.756,0.393,0.244,1.0,19.5,0.217,0.448,0.4,0.526,0.756,0.393,38.5,0.428,0.095,0.07,0.189,0.756,0.393,45.5,0.506,0.021,0.013,0.056,0.756,0.393,ok,
637,1777523334,10,5,3637,4,1,0.4,1.0,0.25,1,0,3,2,23.5,0.261,0.358,0.318,0.439,69,0.767,0.378,0.233,1.0,24.5,0.272,0.366,0.31,0.463,0.767,0.378,41.0,0.456,0.114,0.089,0.164,0.767,0.378,44.5,0.495,0.0,0.0,0.0,0.767,0.378,ok,
638,1777523335,10,5,3521,4,1,0.4,1.0,0.25,1,0,3,2,17.0,0.189,0.438,0.364,0.558,74,0.822,0.302,0.178,1.0,17.0,0.189,0.412,0.35,0.508,0.822,0.302,35.0,0.389,0.124,0.086,0.225,0.822,0.302,32.5,0.361,0.027,0.02,0.042,0.822,0.302,ok,
639,1777523336,10,5,3639,4,1,0.4,1.0,0.25,1,0,3,2,26.0,0.289,0.258,0.223,0.366,65,0.722,0.435,0.278,1.0,23.0,0.256,0.331,0.29,0.437,0.722,0.435,38.5,0.428,0.156,0.128,0.2,0.722,0.435,45.5,0.506,0.06,0.049,0.08,0.722,0.435,ok,
640,1777523337,10,5,3604,4,1,0.4,1.0,0.25,1,0,3,2,26.0,0.289,0.341,0.286,0.424,72,0.8,0.333,0.2,1.0,23.5,0.261,0.323,0.295,0.361,0.8,0.333,38.0,0.422,0.164,0.125,0.238,0.8,0.333,43.0,0.478,0.0,0.0,0.0,0.8,0.333,ok,
641,1777523338,10,5,3712,4,1,0.4,1.0,0.25,1,0,3,2,26.5,0.294,0.143,0.125,0.166,72,0.8,0.333,0.2,1.0,26.5,0.294,0.152,0.151,0.162,0.8,0.333,33.5,0.372,0.276,0.216,0.406,0.8,0.333,45.0,0.5,0.035,0.024,0.066,0.8,0.333,ok,
642,1777523339,10,5,3645,4,1,0.4,1.0,0.25,1,0,3,2,22.0,0.244,0.306,0.232,0.484,69,0.767,0.378,0.233,1.0,22.5,0.25,0.304,0.229,0.484,0.767,0.378,36.0,0.4,0.057,0.036,0.143,0.767,0.378,40.0,0.444,0.0,0.0,0.0,0.767,0.378,ok,
643,1777523340,10,5,3503,4,1,0.4,1.0,0.25,1,0,3,2,23.0,0.256,0.322,0.266,0.412,72,0.8,0.333,0.2,1.0,21.0,0.233,0.382,0.32,0.474,0.8,0.333,36.5,0.406,0.172,0.124,0.278,0.8,0.333,43.0,0.478,0.045,0.032,0.076,0.8,0.333,ok,
644,1777523341,10,5,3478,4,2,0.0,0.0,0.0,0,2,4,3,25.667,0.285,0.341,0.354,0.335,38,0.422,0.406,0.351,0.481,23.333,0.259,0.377,0.41,0.357,0.411,0.413,42.0,0.467,0.169,0.142,0.216,0.667,0.318,50.333,0.559,0.0,0.0,0.0,0.778,0.028,ok,
645,1777523342,10,5,3518,4,1,0.4,1.0,0.25,1,0,3,2,22.5,0.25,0.33,0.361,0.306,65,0.722,0.435,0.278,1.0,23.0,0.256,0.31,0.343,0.286,0.722,0.435,35.5,0.394,0.272,0.216,0.368,0.722,0.435,47.0,0.522,0.028,0.021,0.042,0.722,0.435,ok,
