exp_id,seed,p,n_regimes,total_samples,n_true_cps,n_detected_cps,det_f1,det_precision,det_recall,det_tp,det_fp,det_fn,n_structures,mean_shd,mean_norm_shd,mean_struct_f1,mean_struct_precision,mean_struct_recall,consensus_shd,consensus_norm_shd,consensus_f1,consensus_precision,consensus_recall,causalmorph_mean_shd,causalmorph_mean_norm_shd,causalmorph_mean_f1,causalmorph_mean_precision,causalmorph_mean_recall,causalmorph_cons_norm_shd,causalmorph_cons_f1,directlingam_mean_shd,directlingam_mean_norm_shd,directlingam_mean_f1,directlingam_mean_precision,directlingam_mean_recall,directlingam_cons_norm_shd,directlingam_cons_f1,icalingam_mean_shd,icalingam_mean_norm_shd,icalingam_mean_f1,icalingam_mean_precision,icalingam_mean_recall,icalingam_cons_norm_shd,icalingam_cons_f1,status,error_msg
318,1777523015,7,5,3633,4,3,0.5714,0.6667,0.5,2,1,2,4,12.5,0.298,0.289,0.246,0.358,21,0.5,0.4,0.292,0.636,12.75,0.304,0.26,0.242,0.302,0.5,0.4,16.25,0.387,0.023,0.019,0.028,0.619,0.133,17.0,0.405,0.0,0.0,0.0,0.69,0.065,ok,
319,1777523016,7,5,3610,4,4,1.0,1.0,1.0,4,0,0,5,10.6,0.252,0.392,0.386,0.415,15,0.357,0.571,0.455,0.769,10.4,0.248,0.421,0.409,0.455,0.429,0.526,14.6,0.348,0.065,0.056,0.077,0.619,0.278,16.4,0.39,0.0,0.0,0.0,0.762,0.0,ok,
320,1777523017,7,5,3508,4,1,0.4,1.0,0.25,1,0,3,2,11.0,0.262,0.374,0.324,0.45,30,0.714,0.444,0.286,1.0,11.5,0.273,0.358,0.303,0.45,0.714,0.444,15.0,0.357,0.192,0.156,0.25,0.714,0.444,19.0,0.452,0.072,0.056,0.1,0.714,0.444,ok,
321,1777523018,7,5,3370,4,4,1.0,1.0,1.0,4,0,0,5,11.6,0.276,0.322,0.297,0.377,23,0.548,0.41,0.296,0.667,10.8,0.257,0.369,0.35,0.405,0.476,0.412,17.8,0.424,0.017,0.014,0.02,0.667,0.222,18.0,0.428,0.0,0.0,0.0,0.738,0.0,ok,
322,1777523019,7,5,3411,4,2,0.6667,1.0,0.5,2,0,2,3,10.333,0.246,0.409,0.392,0.431,15,0.357,0.483,0.368,0.7,10.667,0.254,0.385,0.375,0.397,0.405,0.414,18.333,0.437,0.061,0.048,0.083,0.619,0.187,20.0,0.476,0.0,0.0,0.0,0.714,0.0,ok,
323,1777523020,7,5,3417,4,4,1.0,1.0,1.0,4,0,0,5,12.0,0.286,0.324,0.316,0.345,22,0.524,0.353,0.286,0.462,10.4,0.248,0.405,0.418,0.412,0.452,0.387,17.2,0.41,0.0,0.0,0.0,0.667,0.0,17.2,0.41,0.0,0.0,0.0,0.667,0.0,ok,
324,1777523021,7,5,3263,4,2,0.6667,1.0,0.5,2,0,2,3,7.0,0.166,0.167,0.133,0.222,11,0.262,0.267,0.222,0.333,7.333,0.174,0.167,0.133,0.222,0.286,0.25,9.667,0.23,0.167,0.119,0.283,0.429,0.308,10.667,0.254,0.044,0.033,0.067,0.357,0.211,ok,
325,1777523022,7,5,3300,4,2,0.3333,0.5,0.25,1,1,3,3,10.667,0.254,0.476,0.396,0.628,22,0.524,0.45,0.333,0.692,9.333,0.222,0.518,0.452,0.628,0.452,0.486,15.667,0.373,0.081,0.067,0.103,0.595,0.286,16.667,0.397,0.023,0.021,0.026,0.667,0.067,ok,
326,1777523023,7,5,3485,4,1,0.4,1.0,0.25,1,0,3,2,7.5,0.178,0.244,0.229,0.266,31,0.738,0.415,0.262,1.0,7.5,0.178,0.244,0.229,0.266,0.738,0.415,12.5,0.298,0.048,0.031,0.1,0.738,0.415,13.0,0.31,0.046,0.03,0.1,0.738,0.415,ok,
327,1777523024,7,5,3599,4,2,0.3333,0.5,0.25,1,1,3,3,13.0,0.31,0.273,0.231,0.342,22,0.524,0.353,0.25,0.6,11.0,0.262,0.326,0.295,0.375,0.381,0.467,14.0,0.333,0.31,0.241,0.467,0.524,0.45,19.333,0.46,0.0,0.0,0.0,0.667,0.067,ok,
328,1777523025,7,5,3612,4,3,0.5714,0.6667,0.5,2,1,2,4,10.25,0.244,0.45,0.386,0.542,23,0.548,0.303,0.217,0.5,9.5,0.226,0.444,0.395,0.511,0.524,0.267,14.0,0.333,0.149,0.133,0.17,0.619,0.187,17.25,0.411,0.0,0.0,0.0,0.69,0.065,ok,
329,1777523026,7,5,3306,4,3,0.5714,0.6667,0.5,2,1,2,4,11.25,0.268,0.376,0.341,0.427,19,0.452,0.486,0.36,0.75,11.5,0.274,0.33,0.312,0.375,0.476,0.412,16.0,0.381,0.0,0.0,0.0,0.571,0.077,16.0,0.381,0.0,0.0,0.0,0.595,0.0,ok,
330,1777523027,7,5,3552,4,2,0.6667,1.0,0.5,2,0,2,3,9.333,0.222,0.354,0.3,0.444,16,0.381,0.385,0.333,0.455,8.333,0.198,0.372,0.337,0.444,0.333,0.417,14.667,0.349,0.03,0.024,0.042,0.548,0.258,16.333,0.389,0.0,0.0,0.0,0.643,0.129,ok,
331,1777523028,7,5,3536,4,2,0.3333,0.5,0.25,1,1,3,3,10.0,0.238,0.34,0.331,0.384,10,0.238,0.615,0.471,0.889,10.333,0.246,0.316,0.338,0.343,0.286,0.538,17.0,0.405,0.033,0.03,0.037,0.476,0.231,17.0,0.405,0.0,0.0,0.0,0.524,0.0,ok,
332,1777523029,7,5,3381,4,3,0.8571,1.0,0.75,3,0,1,4,13.5,0.322,0.284,0.318,0.265,18,0.429,0.5,0.36,0.818,14.0,0.333,0.296,0.306,0.29,0.452,0.424,20.75,0.494,0.086,0.07,0.114,0.619,0.316,23.0,0.548,0.0,0.0,0.0,0.714,0.0,ok,
333,1777523030,7,5,3381,4,3,0.8571,1.0,0.75,3,0,1,4,10.75,0.256,0.312,0.287,0.352,23,0.548,0.148,0.133,0.167,10.75,0.256,0.312,0.287,0.352,0.524,0.154,16.0,0.381,0.0,0.0,0.0,0.69,0.065,15.25,0.363,0.0,0.0,0.0,0.667,0.0,ok,
334,1777523031,7,5,3544,4,3,0.8571,1.0,0.75,3,0,1,4,8.0,0.19,0.372,0.381,0.379,12,0.286,0.5,0.4,0.667,8.25,0.196,0.404,0.366,0.464,0.286,0.538,14.25,0.339,0.0,0.0,0.0,0.595,0.074,14.25,0.339,0.0,0.0,0.0,0.595,0.0,ok,
335,1777523032,7,5,3459,4,3,0.8571,1.0,0.75,3,0,1,4,13.75,0.327,0.262,0.249,0.289,18,0.429,0.4,0.3,0.6,13.25,0.315,0.293,0.284,0.316,0.5,0.4,21.25,0.506,0.0,0.0,0.0,0.619,0.235,20.75,0.494,0.04,0.03,0.062,0.714,0.063,ok,
336,1777523033,7,5,3481,4,2,0.3333,0.5,0.25,1,1,3,3,13.333,0.318,0.164,0.181,0.166,17,0.405,0.261,0.25,0.273,14.0,0.333,0.125,0.145,0.118,0.381,0.333,19.0,0.452,0.163,0.13,0.219,0.619,0.35,20.667,0.492,0.051,0.039,0.074,0.738,0.114,ok,
337,1777523034,7,5,3280,4,3,0.8571,1.0,0.75,3,0,1,4,6.5,0.155,0.41,0.482,0.375,8,0.19,0.5,0.4,0.667,9.0,0.214,0.175,0.186,0.167,0.286,0.333,13.25,0.316,0.033,0.028,0.042,0.429,0.0,14.0,0.333,0.0,0.0,0.0,0.452,0.0,ok,
338,1777523035,7,5,3568,4,4,1.0,1.0,1.0,4,0,0,5,9.6,0.229,0.29,0.285,0.302,19,0.452,0.174,0.143,0.222,9.4,0.224,0.218,0.2,0.24,0.452,0.095,13.0,0.309,0.0,0.0,0.0,0.5,0.087,13.0,0.309,0.0,0.0,0.0,0.524,0.0,ok,
339,1777523036,7,5,3500,4,2,0.6667,1.0,0.5,2,0,2,3,10.667,0.254,0.389,0.421,0.369,13,0.31,0.519,0.467,0.583,10.333,0.246,0.395,0.435,0.369,0.262,0.56,18.0,0.429,0.123,0.104,0.152,0.524,0.353,21.333,0.508,0.0,0.0,0.0,0.69,0.065,ok,
340,1777523037,7,5,3558,4,2,0.6667,1.0,0.5,2,0,2,3,12.333,0.294,0.372,0.454,0.405,11,0.262,0.667,0.647,0.688,11.667,0.278,0.385,0.506,0.405,0.262,0.667,25.0,0.595,0.07,0.057,0.108,0.595,0.419,26.667,0.635,0.0,0.0,0.0,0.81,0.105,ok,
341,1777523038,7,5,3554,4,3,0.5714,0.6667,0.5,2,1,2,4,9.0,0.214,0.409,0.43,0.404,14,0.333,0.462,0.429,0.5,10.0,0.238,0.341,0.378,0.321,0.31,0.48,19.0,0.452,0.042,0.031,0.062,0.69,0.171,18.5,0.44,0.046,0.036,0.062,0.69,0.065,ok,
342,1777523039,7,5,3526,4,3,0.5714,0.6667,0.5,2,1,2,4,6.5,0.155,0.417,0.429,0.406,11,0.262,0.154,0.167,0.143,6.5,0.155,0.417,0.429,0.406,0.262,0.154,10.25,0.244,0.188,0.145,0.274,0.405,0.37,15.5,0.369,0.0,0.0,0.0,0.643,0.129,ok,
343,1777523040,7,5,3396,4,3,0.5714,0.6667,0.5,2,1,2,4,9.75,0.232,0.339,0.362,0.323,12,0.286,0.4,0.364,0.444,9.75,0.232,0.339,0.362,0.323,0.286,0.4,16.25,0.387,0.176,0.139,0.24,0.5,0.4,19.75,0.47,0.0,0.0,0.0,0.643,0.0,ok,
344,1777523041,7,5,3606,4,2,0.6667,1.0,0.5,2,0,2,3,8.667,0.206,0.441,0.44,0.465,14,0.333,0.417,0.357,0.5,9.0,0.214,0.372,0.389,0.391,0.381,0.273,18.333,0.437,0.035,0.022,0.083,0.619,0.133,19.333,0.46,0.0,0.0,0.0,0.667,0.067,ok,
345,1777523042,7,5,3371,4,3,0.8571,1.0,0.75,3,0,1,4,13.5,0.321,0.379,0.398,0.402,20,0.476,0.474,0.391,0.6,15.75,0.375,0.306,0.287,0.352,0.595,0.359,23.75,0.566,0.037,0.031,0.046,0.81,0.105,24.5,0.583,0.0,0.0,0.0,0.833,0.0,ok,
346,1777523043,7,5,3304,4,3,0.8571,1.0,0.75,3,0,1,4,13.0,0.31,0.38,0.353,0.425,22,0.524,0.389,0.318,0.5,13.0,0.31,0.358,0.344,0.389,0.667,0.263,21.0,0.5,0.04,0.03,0.062,0.69,0.256,21.25,0.506,0.0,0.0,0.0,0.738,0.114,ok,
347,1777523044,7,5,3474,4,2,0.3333,0.5,0.25,1,1,3,3,10.333,0.246,0.387,0.337,0.454,17,0.405,0.452,0.318,0.778,10.0,0.238,0.402,0.361,0.454,0.381,0.467,17.0,0.405,0.0,0.0,0.0,0.595,0.138,16.333,0.389,0.048,0.037,0.067,0.595,0.0,ok,
348,1777523045,7,5,3373,4,4,1.0,1.0,1.0,4,0,0,5,10.2,0.243,0.367,0.37,0.383,12,0.286,0.625,0.526,0.769,8.8,0.21,0.433,0.46,0.426,0.238,0.688,13.2,0.314,0.2,0.183,0.22,0.476,0.5,17.6,0.419,0.0,0.0,0.0,0.69,0.121,ok,
349,1777523046,7,5,3488,4,2,0.3333,0.5,0.25,1,1,3,3,10.0,0.238,0.401,0.35,0.494,23,0.548,0.258,0.222,0.308,10.667,0.254,0.374,0.32,0.468,0.595,0.194,11.0,0.262,0.173,0.167,0.179,0.405,0.514,15.0,0.357,0.024,0.022,0.026,0.643,0.069,ok,
350,1777523047,7,5,3362,4,3,0.5714,0.6667,0.5,2,1,2,4,7.0,0.166,0.59,0.629,0.579,8,0.19,0.692,0.643,0.75,7.75,0.184,0.524,0.575,0.512,0.19,0.692,16.75,0.399,0.103,0.088,0.125,0.548,0.343,18.0,0.428,0.025,0.021,0.031,0.595,0.138,ok,
351,1777523048,7,5,3330,4,1,0.4,1.0,0.25,1,0,3,2,13.0,0.31,0.264,0.26,0.27,33,0.786,0.353,0.214,1.0,14.0,0.333,0.26,0.253,0.27,0.786,0.353,15.5,0.369,0.32,0.266,0.436,0.786,0.353,22.5,0.536,0.044,0.036,0.056,0.786,0.353,ok,
352,1777523049,7,5,3567,4,3,0.8571,1.0,0.75,3,0,1,4,11.25,0.268,0.291,0.271,0.322,23,0.548,0.207,0.158,0.3,9.75,0.232,0.322,0.302,0.353,0.476,0.167,15.75,0.375,0.031,0.028,0.036,0.571,0.143,16.25,0.387,0.0,0.0,0.0,0.524,0.083,ok,
353,1777523050,7,5,3637,4,4,1.0,1.0,1.0,4,0,0,5,12.6,0.3,0.298,0.245,0.392,17,0.405,0.414,0.316,0.6,10.8,0.257,0.374,0.337,0.454,0.405,0.414,16.6,0.395,0.0,0.0,0.0,0.619,0.0,16.2,0.386,0.0,0.0,0.0,0.595,0.0,ok,
354,1777523051,7,5,3638,4,3,0.5714,0.6667,0.5,2,1,2,4,9.25,0.22,0.35,0.331,0.39,20,0.476,0.286,0.25,0.333,9.0,0.214,0.366,0.373,0.369,0.452,0.24,15.75,0.375,0.052,0.044,0.062,0.714,0.211,16.25,0.387,0.0,0.0,0.0,0.762,0.0,ok,
355,1777523052,7,5,3458,4,2,0.6667,1.0,0.5,2,0,2,3,10.667,0.254,0.416,0.417,0.45,16,0.381,0.529,0.409,0.75,11.0,0.262,0.409,0.394,0.459,0.381,0.556,19.667,0.468,0.058,0.053,0.065,0.548,0.343,21.0,0.5,0.0,0.0,0.0,0.69,0.0,ok,
356,1777523053,7,5,3493,4,2,0.6667,1.0,0.5,2,0,2,3,9.667,0.23,0.437,0.388,0.506,14,0.333,0.5,0.35,0.875,8.0,0.19,0.457,0.458,0.458,0.333,0.3,15.667,0.373,0.035,0.028,0.048,0.548,0.0,15.667,0.373,0.035,0.028,0.048,0.524,0.0,ok,
357,1777523054,7,5,3281,4,2,0.6667,1.0,0.5,2,0,2,3,10.0,0.238,0.29,0.274,0.312,13,0.31,0.435,0.357,0.556,10.667,0.254,0.249,0.236,0.264,0.357,0.348,15.0,0.357,0.083,0.061,0.133,0.5,0.222,16.667,0.397,0.0,0.0,0.0,0.548,0.0,ok,
358,1777523055,7,5,3766,4,2,0.6667,1.0,0.5,2,0,2,3,7.0,0.167,0.433,0.417,0.456,14,0.333,0.3,0.25,0.375,7.0,0.167,0.433,0.417,0.456,0.333,0.3,14.0,0.333,0.056,0.042,0.083,0.548,0.0,14.667,0.349,0.0,0.0,0.0,0.571,0.0,ok,
359,1777523056,7,5,3360,4,1,0.4,1.0,0.25,1,0,3,2,8.5,0.202,0.489,0.444,0.556,33,0.786,0.353,0.214,1.0,8.5,0.202,0.524,0.458,0.612,0.786,0.353,19.0,0.452,0.111,0.084,0.166,0.786,0.353,20.5,0.489,0.0,0.0,0.0,0.786,0.353,ok,
360,1777523057,7,5,3613,4,3,0.8571,1.0,0.75,3,0,1,4,10.75,0.256,0.426,0.427,0.434,17,0.405,0.514,0.375,0.818,12.0,0.286,0.414,0.375,0.465,0.476,0.444,20.75,0.494,0.0,0.0,0.0,0.69,0.065,21.25,0.506,0.0,0.0,0.0,0.69,0.065,ok,
361,1777523058,7,5,3569,4,4,0.75,0.75,0.75,3,1,1,5,14.4,0.343,0.168,0.138,0.219,30,0.714,0.25,0.161,0.556,12.8,0.305,0.201,0.186,0.221,0.405,0.414,17.0,0.405,0.017,0.012,0.025,0.667,0.125,16.2,0.386,0.02,0.018,0.022,0.595,0.0,ok,
362,1777523059,7,5,3462,4,3,0.8571,1.0,0.75,3,0,1,4,9.5,0.226,0.413,0.391,0.451,14,0.333,0.533,0.381,0.889,9.5,0.226,0.432,0.405,0.472,0.405,0.452,17.25,0.411,0.0,0.0,0.0,0.5,0.222,17.0,0.405,0.0,0.0,0.0,0.548,0.08,ok,
363,1777523060,7,5,3379,4,2,0.6667,1.0,0.5,2,0,2,3,10.0,0.238,0.368,0.343,0.412,19,0.452,0.296,0.222,0.444,7.333,0.175,0.437,0.504,0.449,0.286,0.4,16.333,0.389,0.048,0.033,0.083,0.595,0.0,16.667,0.397,0.035,0.03,0.042,0.571,0.077,ok,
364,1777523061,7,5,3546,4,4,1.0,1.0,1.0,4,0,0,5,13.4,0.319,0.353,0.373,0.357,16,0.381,0.556,0.4,0.909,12.2,0.29,0.398,0.432,0.375,0.357,0.571,22.2,0.529,0.0,0.0,0.0,0.619,0.071,22.4,0.534,0.0,0.0,0.0,0.69,0.0,ok,
365,1777523062,7,5,3701,4,3,0.8571,1.0,0.75,3,0,1,4,8.25,0.196,0.444,0.414,0.521,16,0.381,0.5,0.381,0.727,10.0,0.238,0.316,0.294,0.389,0.429,0.308,15.75,0.375,0.0,0.0,0.0,0.571,0.2,15.25,0.363,0.021,0.017,0.028,0.571,0.143,ok,
366,1777523063,7,5,3718,4,3,0.8571,1.0,0.75,3,0,1,4,10.5,0.25,0.364,0.332,0.41,18,0.429,0.4,0.286,0.667,12.5,0.298,0.314,0.276,0.379,0.5,0.4,13.5,0.322,0.091,0.083,0.1,0.405,0.19,14.5,0.346,0.0,0.0,0.0,0.452,0.0,ok,
367,1777523064,7,5,3304,4,3,0.8571,1.0,0.75,3,0,1,4,13.0,0.31,0.149,0.131,0.174,22,0.524,0.214,0.167,0.3,13.75,0.327,0.147,0.128,0.174,0.548,0.207,19.25,0.458,0.0,0.0,0.0,0.667,0.067,18.75,0.446,0.0,0.0,0.0,0.667,0.0,ok,
368,1777523065,7,5,3702,4,1,0.4,1.0,0.25,1,0,3,2,9.0,0.214,0.452,0.35,0.688,32,0.762,0.385,0.238,1.0,9.0,0.214,0.452,0.35,0.688,0.762,0.385,11.5,0.273,0.318,0.25,0.438,0.762,0.385,18.5,0.44,0.046,0.036,0.062,0.762,0.385,ok,
369,1777523066,7,5,3466,4,3,0.5714,0.6667,0.5,2,1,2,4,9.75,0.232,0.395,0.43,0.456,11,0.262,0.645,0.556,0.769,11.25,0.268,0.329,0.349,0.393,0.333,0.562,20.0,0.476,0.028,0.017,0.083,0.548,0.378,20.75,0.494,0.0,0.0,0.0,0.619,0.235,ok,
370,1777523067,7,5,3402,4,3,0.8571,1.0,0.75,3,0,1,4,8.25,0.196,0.314,0.368,0.286,12,0.286,0.333,0.273,0.429,9.25,0.22,0.241,0.279,0.214,0.31,0.381,14.0,0.333,0.062,0.056,0.072,0.476,0.167,15.5,0.369,0.0,0.0,0.0,0.476,0.091,ok,
371,1777523068,7,5,3385,4,4,1.0,1.0,1.0,4,0,0,5,12.8,0.305,0.3,0.321,0.311,19,0.452,0.457,0.364,0.615,13.8,0.329,0.251,0.244,0.287,0.452,0.457,21.0,0.5,0.0,0.0,0.0,0.738,0.0,21.2,0.505,0.0,0.0,0.0,0.738,0.0,ok,
372,1777523069,7,5,3605,4,3,0.8571,1.0,0.75,3,0,1,4,9.75,0.232,0.4,0.364,0.448,18,0.429,0.5,0.36,0.818,10.25,0.244,0.373,0.338,0.416,0.381,0.529,13.5,0.322,0.14,0.114,0.181,0.524,0.353,17.0,0.405,0.0,0.0,0.0,0.667,0.0,ok,
373,1777523070,7,5,3395,4,4,1.0,1.0,1.0,4,0,0,5,7.4,0.176,0.395,0.409,0.389,14,0.333,0.364,0.286,0.5,7.4,0.176,0.394,0.409,0.389,0.381,0.333,9.4,0.224,0.133,0.133,0.133,0.381,0.2,10.2,0.243,0.0,0.0,0.0,0.429,0.0,ok,
374,1777523071,7,5,3542,4,4,0.75,0.75,0.75,3,1,1,5,7.8,0.186,0.502,0.569,0.468,7,0.167,0.774,0.632,1.0,9.0,0.214,0.477,0.531,0.451,0.333,0.563,18.6,0.443,0.03,0.024,0.04,0.619,0.187,19.4,0.462,0.0,0.0,0.0,0.667,0.0,ok,
375,1777523072,7,5,3655,4,3,0.5714,0.6667,0.5,2,1,2,4,7.0,0.166,0.606,0.669,0.562,14,0.333,0.5,0.467,0.538,7.25,0.172,0.619,0.711,0.562,0.381,0.467,16.25,0.387,0.074,0.072,0.077,0.595,0.242,18.25,0.434,0.0,0.0,0.0,0.619,0.133,ok,
376,1777523073,7,5,3680,4,3,0.0,0.0,0.0,0,3,4,4,10.0,0.238,0.446,0.435,0.463,16,0.381,0.5,0.421,0.615,9.0,0.214,0.474,0.475,0.483,0.357,0.545,14.5,0.345,0.219,0.19,0.261,0.571,0.4,21.5,0.512,0.0,0.0,0.0,0.714,0.167,ok,
377,1777523074,7,5,3461,4,2,0.6667,1.0,0.5,2,0,2,3,7.667,0.183,0.495,0.506,0.489,16,0.381,0.429,0.375,0.5,6.667,0.159,0.522,0.572,0.489,0.31,0.48,14.333,0.341,0.0,0.0,0.0,0.548,0.08,14.333,0.341,0.0,0.0,0.0,0.548,0.08,ok,
378,1777523075,7,5,3573,4,2,0.6667,1.0,0.5,2,0,2,3,7.667,0.183,0.455,0.568,0.389,12,0.286,0.4,0.444,0.364,7.667,0.183,0.455,0.568,0.389,0.286,0.4,14.667,0.349,0.278,0.258,0.31,0.571,0.333,19.333,0.46,0.033,0.026,0.048,0.643,0.182,ok,
379,1777523076,7,5,3442,4,3,0.8571,1.0,0.75,3,0,1,4,16.5,0.393,0.244,0.217,0.292,22,0.524,0.421,0.32,0.615,13.75,0.328,0.265,0.275,0.261,0.595,0.359,21.5,0.512,0.022,0.018,0.028,0.69,0.171,22.0,0.524,0.0,0.0,0.0,0.738,0.0,ok,
380,1777523077,7,5,3439,4,4,1.0,1.0,1.0,4,0,0,5,7.4,0.176,0.507,0.523,0.515,15,0.357,0.483,0.35,0.778,7.4,0.176,0.496,0.523,0.49,0.333,0.5,15.2,0.362,0.0,0.0,0.0,0.548,0.08,14.6,0.348,0.0,0.0,0.0,0.524,0.0,ok,
381,1777523078,7,5,3381,4,3,0.8571,1.0,0.75,3,0,1,4,11.5,0.274,0.329,0.306,0.362,24,0.571,0.4,0.308,0.571,11.25,0.268,0.324,0.311,0.348,0.571,0.368,15.25,0.363,0.096,0.083,0.114,0.524,0.389,17.5,0.417,0.0,0.0,0.0,0.714,0.062,ok,
382,1777523079,7,5,3598,4,2,0.3333,0.5,0.25,1,1,3,3,11.333,0.27,0.229,0.211,0.264,18,0.429,0.25,0.188,0.375,11.667,0.278,0.222,0.204,0.264,0.452,0.24,17.667,0.421,0.037,0.026,0.067,0.619,0.188,18.333,0.437,0.0,0.0,0.0,0.643,0.0,ok,
383,1777523080,7,5,3608,4,3,0.8571,1.0,0.75,3,0,1,4,7.5,0.178,0.365,0.379,0.363,14,0.333,0.222,0.2,0.25,7.5,0.178,0.365,0.379,0.363,0.333,0.222,13.5,0.322,0.0,0.0,0.0,0.5,0.0,13.75,0.328,0.0,0.0,0.0,0.5,0.0,ok,
384,1777523081,7,5,3587,4,4,1.0,1.0,1.0,4,0,0,5,10.4,0.248,0.25,0.249,0.255,19,0.452,0.24,0.176,0.375,10.2,0.243,0.251,0.284,0.255,0.5,0.323,13.0,0.31,0.0,0.0,0.0,0.476,0.0,13.2,0.314,0.0,0.0,0.0,0.5,0.0,ok,
385,1777523082,7,5,3583,4,3,0.0,0.0,0.0,0,3,4,4,13.25,0.316,0.1,0.062,0.25,22,0.524,0.214,0.188,0.25,12.25,0.292,0.262,0.198,0.462,0.524,0.353,16.75,0.399,0.072,0.047,0.188,0.595,0.419,17.25,0.411,0.0,0.0,0.0,0.738,0.061,ok,
386,1777523083,7,5,3740,4,4,0.75,0.75,0.75,3,1,1,5,11.6,0.276,0.283,0.249,0.335,23,0.548,0.343,0.231,0.667,11.2,0.267,0.3,0.281,0.335,0.452,0.424,14.4,0.343,0.0,0.0,0.0,0.452,0.095,14.2,0.338,0.0,0.0,0.0,0.429,0.1,ok,
387,1777523084,7,5,3502,4,3,0.8571,1.0,0.75,3,0,1,4,11.25,0.268,0.262,0.248,0.282,19,0.452,0.296,0.211,0.5,11.5,0.274,0.322,0.278,0.388,0.429,0.4,16.75,0.399,0.083,0.068,0.107,0.595,0.242,18.25,0.434,0.024,0.018,0.036,0.548,0.148,ok,
388,1777523085,7,5,3246,4,3,0.8571,1.0,0.75,3,0,1,4,8.0,0.19,0.479,0.457,0.531,12,0.286,0.647,0.55,0.786,7.0,0.166,0.521,0.507,0.567,0.262,0.686,16.5,0.393,0.042,0.031,0.062,0.69,0.256,17.25,0.411,0.0,0.0,0.0,0.738,0.061,ok,
389,1777523086,7,5,3470,4,2,0.6667,1.0,0.5,2,0,2,3,13.333,0.318,0.191,0.141,0.298,15,0.357,0.483,0.389,0.636,13.667,0.326,0.2,0.151,0.298,0.429,0.357,19.0,0.453,0.044,0.03,0.083,0.643,0.129,19.0,0.453,0.0,0.0,0.0,0.619,0.071,ok,
390,1777523087,7,5,3558,4,4,0.75,0.75,0.75,3,1,1,5,10.4,0.248,0.286,0.264,0.314,21,0.5,0.323,0.227,0.556,11.4,0.271,0.256,0.229,0.291,0.571,0.25,15.4,0.367,0.063,0.045,0.109,0.595,0.286,15.6,0.372,0.02,0.015,0.029,0.595,0.138,ok,
391,1777523088,7,5,3431,4,2,0.6667,1.0,0.5,2,0,2,3,9.333,0.222,0.354,0.336,0.385,11,0.262,0.522,0.429,0.667,9.0,0.214,0.39,0.376,0.422,0.238,0.583,15.0,0.357,0.126,0.104,0.17,0.476,0.333,15.667,0.373,0.0,0.0,0.0,0.5,0.0,ok,
392,1777523089,7,5,3624,4,3,0.2857,0.3333,0.25,1,2,3,4,9.25,0.22,0.221,0.178,0.331,19,0.452,0.174,0.133,0.25,7.25,0.172,0.336,0.317,0.404,0.357,0.211,12.75,0.304,0.0,0.0,0.0,0.5,0.16,12.0,0.286,0.0,0.0,0.0,0.429,0.1,ok,
393,1777523090,7,5,3673,4,4,1.0,1.0,1.0,4,0,0,5,9.4,0.224,0.428,0.472,0.427,13,0.31,0.552,0.444,0.727,8.8,0.209,0.456,0.51,0.454,0.214,0.667,19.2,0.457,0.067,0.05,0.1,0.714,0.167,21.0,0.5,0.0,0.0,0.0,0.738,0.0,ok,
394,1777523091,7,5,3446,4,1,0.0,0.0,0.0,0,1,4,2,8.5,0.202,0.516,0.528,0.512,32,0.762,0.385,0.238,1.0,10.0,0.238,0.478,0.45,0.512,0.762,0.385,21.5,0.511,0.072,0.056,0.1,0.762,0.385,23.0,0.548,0.034,0.026,0.05,0.762,0.385,ok,
395,1777523092,7,5,3413,4,1,0.4,1.0,0.25,1,0,3,2,3.5,0.083,0.673,0.614,0.775,38,0.905,0.174,0.095,1.0,3.0,0.072,0.7,0.65,0.775,0.905,0.174,8.0,0.19,0.286,0.2,0.5,0.905,0.174,12.0,0.286,0.0,0.0,0.0,0.905,0.174,ok,
396,1777523093,7,5,3495,4,4,1.0,1.0,1.0,4,0,0,5,13.4,0.319,0.176,0.153,0.219,22,0.524,0.389,0.28,0.636,13.8,0.329,0.171,0.154,0.209,0.548,0.378,16.0,0.381,0.0,0.0,0.0,0.571,0.143,17.4,0.414,0.0,0.0,0.0,0.738,0.0,ok,
397,1777523094,7,5,3415,4,3,0.5714,0.6667,0.5,2,1,2,4,10.0,0.238,0.387,0.373,0.428,14,0.333,0.5,0.412,0.636,9.5,0.226,0.414,0.402,0.45,0.286,0.571,16.5,0.393,0.042,0.031,0.062,0.548,0.148,17.25,0.411,0.0,0.0,0.0,0.619,0.0,ok,
398,1777523095,7,5,3644,4,3,0.8571,1.0,0.75,3,0,1,4,10.25,0.244,0.194,0.183,0.208,18,0.429,0.308,0.267,0.364,11.5,0.274,0.178,0.156,0.208,0.429,0.357,15.0,0.357,0.0,0.0,0.0,0.595,0.074,14.5,0.345,0.0,0.0,0.0,0.595,0.0,ok,
399,1777523096,7,5,3542,4,4,0.25,0.25,0.25,1,3,3,5,7.2,0.171,0.256,0.22,0.333,17,0.405,0.32,0.235,0.5,6.8,0.162,0.303,0.259,0.392,0.381,0.333,11.6,0.276,0.0,0.0,0.0,0.5,0.323,11.8,0.281,0.0,0.0,0.0,0.595,0.0,ok,
